raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from_1,fcst_time_to_1,change_indicator_1,time_becoming,probability_1,wind_dir_degrees_1,wind_speed_kt_1,wind_gust_kt_1,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_1,altim_in_hg,vert_vis_ft,wx_string_1,not_decoded,sky_cover_1,cloud_base_ft_agl_1,cloud_type_1,sky_cover_2,cloud_base_ft_agl_2,cloud_type_2,sky_cover_3,cloud_base_ft_agl_3,cloud_type_3,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_2,fcst_time_to_2,change_indicator_2,time_becoming,probability_2,wind_dir_degrees_2,wind_speed_kt_2,wind_gust_kt_2,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_2,altim_in_hg,vert_vis_ft,wx_string_2,not_decoded,sky_cover_4,cloud_base_ft_agl_4,cloud_type_4,sky_cover_5,cloud_base_ft_agl_5,cloud_type_5,sky_cover_6,cloud_base_ft_agl_6,cloud_type_6,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_3,fcst_time_to_3,change_indicator_3,time_becoming,probability_3,wind_dir_degrees_3,wind_speed_kt_3,wind_gust_kt_3,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_3,altim_in_hg,vert_vis_ft,wx_string_3,not_decoded,sky_cover_7,cloud_base_ft_agl_7,cloud_type_7,sky_cover_8,cloud_base_ft_agl_8,cloud_type_8,sky_cover_9,cloud_base_ft_agl_9,cloud_type_9,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_4,fcst_time_to_4,change_indicator_4,time_becoming,probability_4,wind_dir_degrees_4,wind_speed_kt_4,wind_gust_kt_4,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_4,altim_in_hg,vert_vis_ft,wx_string_4,not_decoded,sky_cover_10,cloud_base_ft_agl_10,cloud_type_10,sky_cover_11,cloud_base_ft_agl_11,cloud_type_11,sky_cover_12,cloud_base_ft_agl_12,cloud_type_12,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_5,fcst_time_to_5,change_indicator_5,time_becoming,probability_5,wind_dir_degrees_5,wind_speed_kt_5,wind_gust_kt_5,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_5,altim_in_hg,vert_vis_ft,wx_string_5,not_decoded,sky_cover_13,cloud_base_ft_agl_13,cloud_type_13,sky_cover_14,cloud_base_ft_agl_14,cloud_type_14,sky_cover_15,cloud_base_ft_agl_15,cloud_type_15,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_6,fcst_time_to_6,change_indicator_6,time_becoming,probability_6,wind_dir_degrees_6,wind_speed_kt_6,wind_gust_kt_6,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_6,altim_in_hg,vert_vis_ft,wx_string_6,not_decoded,sky_cover_16,cloud_base_ft_agl_16,cloud_type_16,sky_cover_17,cloud_base_ft_agl_17,cloud_type_17,sky_cover_18,cloud_base_ft_agl_18,cloud_type_18,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_7,fcst_time_to_7,change_indicator_7,time_becoming,probability_7,wind_dir_degrees_7,wind_speed_kt_7,wind_gust_kt_7,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_7,altim_in_hg,vert_vis_ft,wx_string_7,not_decoded,sky_cover_19,cloud_base_ft_agl_19,cloud_type_19,sky_cover_20,cloud_base_ft_agl_20,cloud_type_20,sky_cover_21,cloud_base_ft_agl_21,cloud_type_21,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_8,fcst_time_to_8,change_indicator_8,time_becoming,probability_8,wind_dir_degrees_8,wind_speed_kt_8,wind_gust_kt_8,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_8,altim_in_hg,vert_vis_ft,wx_string_8,not_decoded,sky_cover_22,cloud_base_ft_agl_22,cloud_type_22,sky_cover_23,cloud_base_ft_agl_23,cloud_type_23,sky_cover_24,cloud_base_ft_agl_24,cloud_type_24,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
KCGI 051057Z 0511/0606 00000KT 2SM BR SKC TEMPO 0511/0512 1/4SM FG FM051230 00000KT P6SM SKC FM051600 20007KT P6SM SCT050 FM060100 18003KT P6SM FEW070,KCGI,2025-07-05T10:57:00Z,2025-07-05T10:57:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,37.2254,-89.5785,103,2025-07-05T11:00:00Z,2025-07-05T12:30:00Z,,,,0,0,,,,,2,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,,,,,,,0.25,,,FG,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T12:30:00Z,2025-07-05T16:00:00Z,FM,,,0,0,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T01:00:00Z,FM,,,200,7,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,2025-07-06T01:00:00Z,2025-07-06T06:00:00Z,FM,,,180,3,,,,,6+,,,,,FEW,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMLU 051056Z 0511/0606 00000KT P6SM MIFG SKC TEMPO 0511/0513 1SM BR FM051600 VRB04KT P6SM SCT040 FM060000 18004KT P6SM BKN250,KMLU,2025-07-05T10:56:00Z,2025-07-05T10:56:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,32.5155,-92.03,22,2025-07-05T11:00:00Z,2025-07-05T16:00:00Z,,,,0,0,,,,,6+,,,MIFG,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,TEMPO,,,,,,,,,1,,,BR,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T00:00:00Z,FM,,,VRB,4,,,,,6+,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,FM,,,180,4,,,,,6+,,,,,BKN,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD ESMX 051053Z 0510/0512 18015KT 9999 -RA SCT009 BKN020 TEMPO 0510/0512 2000 DZ SHRA BKN006 BKN030CB,ESMX,2025-07-05T10:53:00Z,2025-07-05T10:53:00Z,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,,56.927,14.73,176,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,,,,180,15,,,,,6+,,,-RA,,SCT,900,,BKN,2000,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,,,,,,,1.24,,,DZ SHRA,,BKN,600,,BKN,3000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLNK 051051Z 0511/0606 20015KT 2SM -TSRA OVC025CB FM051200 24009KT P6SM SCT100 FM051600 27009KT P6SM SCT050 FM052100 33010KT P6SM SCT050,KLNK,2025-07-05T10:51:00Z,2025-07-05T10:51:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,40.8478,-96.7647,357,2025-07-05T11:00:00Z,2025-07-05T12:00:00Z,,,,200,15,,,,,2,,,-TSRA,,OVC,2500,CB,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T16:00:00Z,FM,,,240,9,,,,,6+,,,,,SCT,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-05T21:00:00Z,FM,,,270,9,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,2025-07-05T21:00:00Z,2025-07-06T06:00:00Z,FM,,,330,10,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD ESSB 051051Z 0510/0516 18009KT 9999 -RA SCT009 BKN020 TEMPO 0510/0514 4000 SHRA BKN010 BKN040CB TEMPO 0514/0516 SHRA BKN009 BKN040CB,ESSB,2025-07-05T10:51:00Z,2025-07-05T10:51:00Z,2025-07-05T10:00:00Z,2025-07-05T16:00:00Z,,59.356,17.933,14,2025-07-05T10:00:00Z,2025-07-05T16:00:00Z,,,,180,9,,,,,6+,,,-RA,,SCT,900,,BKN,2000,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T14:00:00Z,TEMPO,,,,,,,,,2.49,,,SHRA,,BKN,1000,,BKN,4000,CB,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T16:00:00Z,TEMPO,,,,,,,,,,,,SHRA,,BKN,900,,BKN,4000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPIB 051046Z 0511/0606 00000KT 3SM BR SKC FM051300 03004KT P6SM SCT050 PROB30 0520/0524 -TSRA BKN060CB,KPIB,2025-07-05T10:46:00Z,2025-07-05T10:46:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,31.4727,-89.3383,91,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,,,,0,0,,,,,3,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-06T06:00:00Z,FM,,,30,4,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T00:00:00Z,PROB,,30,,,,,,,,,,-TSRA,,BKN,6000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHBG 051046Z 0511/0606 00000KT 5SM BR SKC FM051300 03004KT P6SM SCT050 PROB30 0520/0524 -TSRA BKN060CB,KHBG,2025-07-05T10:46:00Z,2025-07-05T10:46:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,31.2648,-89.2561,45,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,,,,0,0,,,,,5,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-06T06:00:00Z,FM,,,30,4,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T00:00:00Z,PROB,,30,,,,,,,,,,-TSRA,,BKN,6000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KONT 051044Z 0511/0612 VRB04KT 5SM HZ SKC TEMPO 0511/0515 2SM FU FM052200 24012G20KT P6SM SKC FM060300 25010KT P6SM SKC FM060600 VRB04KT P6SM SKC,KONT,2025-07-05T10:44:00Z,2025-07-05T10:44:00Z,2025-07-05T11:00:00Z,2025-07-06T12:00:00Z,AMD,34.0531,-117.577,279,2025-07-05T11:00:00Z,2025-07-05T22:00:00Z,,,,VRB,4,,,,,5,,,HZ,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T15:00:00Z,TEMPO,,,,,,,,,2,,,FU,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T22:00:00Z,2025-07-06T03:00:00Z,FM,,,240,12,20,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T06:00:00Z,FM,,,250,10,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-06T06:00:00Z,2025-07-06T12:00:00Z,FM,,,VRB,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD CYDB 051042Z 0510/0518 VRB03KT 4SM BR SCT080 TEMPO 0510/0515 1SM BR BKN080 FM051500 19005KT P6SM SCT040 BKN070 BECMG 0515/0517 12008KT RMK FCST BASED ON AUTO OBS. NXT FCST BY 051200Z,CYDB,2025-07-05T10:42:00Z,2025-07-05T10:42:00Z,2025-07-05T10:00:00Z,2025-07-05T18:00:00Z,RMK FCST BASED ON AUTO OBS. NXT FCST BY 051200Z,61.37,-139.032,807,2025-07-05T10:00:00Z,2025-07-05T15:00:00Z,,,,VRB,3,,,,,4,,,BR,,SCT,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T15:00:00Z,TEMPO,,,,,,,,,1,,,BR,,BKN,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-05T18:00:00Z,FM,,,190,5,,,,,6+,,,,,SCT,4000,,BKN,7000,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-05T18:00:00Z,BECMG,1751734800,,120,8,,,,,6+,,,,,SCT,4000,,BKN,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTKK 051041Z 0511/0606 06008KT P6SM SCT014 SCT040 BKN100 TEMPO 0511/0515 VRB05G14KT 4SM TSRA BKN014 OVC035CB,PTKK,2025-07-05T10:41:00Z,2025-07-05T10:41:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,7.462,151.843,3,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,,,,60,8,,,,,6+,,,,,SCT,1400,,SCT,4000,,BKN,10000,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T15:00:00Z,TEMPO,,,VRB,5,14,,,,4,,,TSRA,,BKN,1400,,OVC,3500,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYAH 051040Z 0511/0521 19012KT P6SM BKN100 OVC150 BECMG 0512/0514 22015G25KT FM052000 24020G30KT P6SM -SHRA OVC050 RMK FCST BASED ON AUTO OBS. NXT FCST BY 051800Z,CYAH,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T21:00:00Z,RMK FCST BASED ON AUTO OBS. NXT FCST BY 051800Z,53.757,-73.676,298,2025-07-05T11:00:00Z,2025-07-05T12:00:00Z,,,,190,12,,,,,6+,,,,,BKN,10000,,OVC,15000,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T20:00:00Z,BECMG,1751724000,,220,15,25,,,,6+,,,,,BKN,10000,,OVC,15000,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-05T21:00:00Z,FM,,,240,20,30,,,,6+,,,-SHRA,,OVC,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYVV 051040Z 0511/0523 19010KT P6SM SCT180 BECMG 0513/0515 24010G20KT FM051800 24012G22KT P6SM SCT080 RMK NXT FCST BY 051400Z,CYVV,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,RMK NXT FCST BY 051400Z,44.745,-81.107,221,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,,,,190,10,,,,,6+,,,,,SCT,18000,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T18:00:00Z,BECMG,1751727600,,240,10,20,,,,6+,,,,,SCT,18000,,,,,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-05T23:00:00Z,FM,,,240,12,22,,,,6+,,,,,SCT,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYEU 051040Z 0511/0523 12015KT P6SM -RA SCT015 BKN025 TEMPO 0511/0516 BKN015 OVC025 FM051600 24006KT P6SM SCT020 BKN040 TEMPO 0516/0523 P6SM -RA BKN020 OVC040 RMK ADVISORY OFFSITE. NXT FCST BY 051800Z,CYEU,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,RMK ADVISORY OFFSITE. NXT FCST BY 051800Z,80,-85.82,78,2025-07-05T11:00:00Z,2025-07-05T16:00:00Z,,,,120,15,,,,,6+,,,-RA,,SCT,1500,,BKN,2500,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T16:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,1500,,OVC,2500,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-05T23:00:00Z,FM,,,240,6,,,,,6+,,,,,SCT,2000,,BKN,4000,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-05T23:00:00Z,TEMPO,,,,,,,,,6+,,,-RA,,BKN,2000,,OVC,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYRL 051040Z 0511/0523 33008KT P6SM FEW060 BECMG 0511/0513 33010G20KT RMK NXT FCST BY 051400Z,CYRL,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,RMK NXT FCST BY 051400Z,51.067,-93.799,370,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,,,,330,8,,,,,6+,,,,,FEW,6000,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,BECMG,1751720400,,330,10,20,,,,6+,,,,,FEW,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYGR 051040Z 0511/0523 VRB03KT 1/2SM FG OVC002 TEMPO 0511/0514 6SM -SHRA BR BKN008 FM051400 32008KT 3SM BR BKN006 TEMPO 0514/0523 P6SM NSW SCT006 RMK NXT FCST BY 051400Z,CYGR,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,RMK NXT FCST BY 051400Z,47.425,-61.775,4,2025-07-05T11:00:00Z,2025-07-05T14:00:00Z,,,,VRB,3,,,,,0.5,,,FG,,OVC,200,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T14:00:00Z,TEMPO,,,,,,,,,6,,,-SHRA BR,,BKN,800,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T23:00:00Z,FM,,,320,8,,,,,3,,,BR,,BKN,600,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T23:00:00Z,TEMPO,,,,,,,,,6+,,,NSW,,SCT,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYSC 051040Z 0511/0523 VRB03KT P6SM SKC BECMG 0514/0516 25008KT FM052000 25008KT P6SM BKN150 RMK FCST BASED ON AUTO OBS. NXT FCST BY 051800Z,CYSC,2025-07-05T10:40:00Z,2025-07-05T10:40:00Z,2025-07-05T11:00:00Z,2025-07-05T23:00:00Z,RMK FCST BASED ON AUTO OBS. NXT FCST BY 051800Z,45.44,-71.692,236,2025-07-05T11:00:00Z,2025-07-05T14:00:00Z,,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T20:00:00Z,BECMG,1751731200,,250,8,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-05T23:00:00Z,FM,,,250,8,,,,,6+,,,,,BKN,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGLH 051038Z 0511/0606 00000KT 4SM BR SKC TEMPO 0511/0513 2SM BR FM051300 12004KT P6SM FEW040,KGLH,2025-07-05T10:38:00Z,2025-07-05T10:38:00Z,2025-07-05T11:00:00Z,2025-07-06T06:00:00Z,AMD,33.4772,-90.9847,40,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,,,,0,0,,,,,4,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T11:00:00Z,2025-07-05T13:00:00Z,TEMPO,,,,,,,,,2,,,BR,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-06T06:00:00Z,FM,,,120,4,,,,,6+,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
