raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover_1,cloud_base_ft_agl_1,sky_cover_2,cloud_base_ft_agl_2,sky_cover_3,cloud_base_ft_agl_3,sky_cover_4,cloud_base_ft_agl_4,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LTBF 051050Z 36011KT CAVOK 33/11 Q1014 NOSIG,LTBF,2025-07-05T10:50:00Z,39.619,27.926,33,11,360,11,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,95
LTBD 051050Z 26004KT 210V320 CAVOK 36/11 Q1011,LTBD,2025-07-05T10:50:00Z,37.816,27.886,36,11,260,4,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,29
LTBA 051050Z 06015KT 040V100 CAVOK 31/12 Q1016,LTBA,2025-07-05T10:50:00Z,40.982,28.821,31,12,60,15,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,33
LTAZ 051050Z 01010KT 340V050 9999 SCT040 27/08 Q1018,LTAZ,2025-07-05T10:50:00Z,38.771,34.521,27,8,10,10,,6+,30.06,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,944
LTAY 051050Z 08012KT 060V120 CAVOK 33/04 Q1016 NOSIG,LTAY,2025-07-05T10:50:00Z,37.785,29.701,33,4,80,12,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,851
LTAW 051050Z 10004KT 070V140 9999 BKN035 OVC080 18/11 Q1019,LTAW,2025-07-05T10:50:00Z,40.308,36.368,18,11,100,4,,6+,30.09,,,,,,,,,,,BKN,3500,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,561
LTAU 051050Z VRB04KT 9999 SCT040 22/10 Q1019 NOSIG,LTAU,2025-07-05T10:50:00Z,38.77,35.495,22,10,VRB,4,,6+,30.09,,,,,,TRUE,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1053
LTAT 051050Z 06008KT 020V150 9999 SCT040 29/06 Q1011 NOSIG,LTAT,2025-07-05T10:50:00Z,38.435,38.092,29,6,60,8,,6+,29.85,,,,,,TRUE,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,850
LTAS 051050Z 29013KT 9999 FEW040 29/13 Q1017,LTAS,2025-07-05T10:50:00Z,41.507,32.089,29,13,290,13,,6+,30.03,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,13
LTAR 051050Z 31011KT 9999 SCT008 BKN025 BKN070 13/10 Q1021,LTAR,2025-07-05T10:50:00Z,39.798,36.894,13,10,310,11,,6+,30.15,,,,,,,,,,,SCT,800,BKN,2500,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,1601
LTAP 051050Z 01013KT 300V050 9999 SCT045 27/10 Q1016 NOSIG,LTAP,2025-07-05T10:50:00Z,40.826,35.52,27,10,10,13,,6+,30.00,,,,,,TRUE,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,536
LTAN 051050Z 04012KT 360V070 CAVOK 26/03 Q1019 NOSIG,LTAN,2025-07-05T10:50:00Z,37.979,32.562,26,3,40,12,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1029
LTAJ 051050Z 36014KT 290V040 CAVOK 30/05 Q1009 NOSIG,LTAJ,2025-07-05T10:50:00Z,36.947,37.479,30,5,360,14,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,684
LTAI 051050Z 18016KT CAVOK 32/12 Q1010 NOSIG,LTAI,2025-07-05T10:50:00Z,36.9,30.798,32,12,180,16,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,50
LTAG 051050Z 22011KT CAVOK 34/09 Q1007 NOSIG,LTAG,2025-07-05T10:50:00Z,37.002,35.426,34,9,220,11,,6+,29.73,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,62
LTAF 051050Z 24011KT CAVOK 33/13 Q1008 NOSIG,LTAF,2025-07-05T10:50:00Z,36.989,35.293,33,13,240,11,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,19
LTAC 051050Z 02007KT CAVOK 27/03 Q1018 NOSIG,LTAC,2025-07-05T10:50:00Z,40.128,32.995,27,3,20,7,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,952
LSZS 051050Z 16004KT 130V200 9999 FEW060 BKN090TCU 14/10 Q1026 RMK L TL170,LSZS,2025-07-05T10:50:00Z,46.526,9.879,14,10,160,4,,6+,30.30,,,,,,,,,,,FEW,6000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,1708
LSZR 051050Z 04004KT 350V070 9999 FEW040 BKN090 24/18 Q1019 RMK G,LSZR,2025-07-05T10:50:00Z,47.485,9.561,24,18,40,4,,6+,30.09,,,,,,,,,,,FEW,4000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,396
LSZL 051050Z AUTO 10007KT 070V130 9999NDV FEW098 24/19 Q1019 RMK,LSZL,2025-07-05T10:50:00Z,46.164,8.878,24,19,100,7,,,30.09,,,TRUE,,,,,,,,FEW,9800,,,,,,,,,,,,,,,,,,,METAR,198
LSZH 051050Z 29005KT 180V350 9999 FEW055 26/12 Q1019 NOSIG,LSZH,2025-07-05T10:50:00Z,47.48,8.536,26,12,290,5,,6+,30.09,,,,,,TRUE,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,424
LSZG 051050Z 10005KT 010V170 9999 FEW050 27/12 Q1019,LSZG,2025-07-05T10:50:00Z,47.179,7.415,27,12,100,5,,6+,30.09,,,,,,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,428
LSZC 051050Z AUTO 10006KT 050V150 9999 NCD 26/12 Q1019,LSZC,2025-07-05T10:50:00Z,46.972,8.392,26,12,100,6,,6+,30.09,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,445
LSZB 051050Z 33006KT 250V050 9999 SCT060 27/14 Q1019,LSZB,2025-07-05T10:50:00Z,46.914,7.497,27,14,330,6,,6+,30.09,,,,,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,510
LSZA 051050Z AUTO 15003KT 050V220 9999 FEW090 //////TCU 25/18 Q1018,LSZA,2025-07-05T10:50:00Z,46.004,8.91,25,18,150,3,,6+,30.06,,,TRUE,,,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,276
LSMP 051050Z AUTO VRB02KT 9999NDV FEW061 27/14 Q1019 RMK,LSMP,2025-07-05T10:50:00Z,46.844,6.916,27,14,VRB,2,,,30.09,,,TRUE,,,,,,,,FEW,6100,,,,,,,,,,,,,,,,,,,METAR,490
LSMM 051050Z AUTO 21003KT 150V320 9999NDV NCD 25/17 Q1019 RMK,LSMM,2025-07-05T10:50:00Z,46.743,8.11,25,17,210,3,,,30.09,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,570
LSME 051050Z 05003KT 330V120 9999 FEW180 26/15 Q1019 RMK BLU+,LSME,2025-07-05T10:50:00Z,47.092,8.305,26,15,50,3,,6+,30.09,,,,,,,,,,,FEW,18000,,,,,,,VFR,,,,,,,,,,,,METAR,427
LSMD 051050Z AUTO VRB02KT 9999NDV FEW210 26/14 Q1019 RMK,LSMD,2025-07-05T10:50:00Z,47.399,8.648,26,14,VRB,2,,,30.09,,,TRUE,,,,,,,,FEW,21000,,,,,,,,,,,,,,,,,,,METAR,436
LSMA 051050Z AUTO 07011KT 9999NDV FEW063 25/16 Q1019 RMK,LSMA,2025-07-05T10:50:00Z,46.943,8.286,25,16,70,11,,,30.09,,,TRUE,,,,,,,,FEW,6300,,,,,,,,,,,,,,,,,,,METAR,441
LSGS 051050Z AUTO 24008KT CAVOK 28/16 Q1017,LSGS,2025-07-05T10:50:00Z,46.219,7.33,28,16,240,8,,6+,30.03,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,482
LSGG 051050Z AUTO 09008KT 9999 FEW059 28/14 Q1019 NOSIG,LSGG,2025-07-05T10:50:00Z,46.248,6.128,28,14,90,8,,6+,30.09,,,TRUE,,,TRUE,,,,,FEW,5900,,,,,,,VFR,,,,,,,,,,,,METAR,411
LSGC 051050Z AUTO VRB03KT CAVOK 22/09 Q1022,LSGC,2025-07-05T10:50:00Z,47.083,6.792,22,9,VRB,3,,6+,30.18,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1018
LOXZ 051050Z VRB04KT 9999 FEW050 SCT060 26/14 Q1020,LOXZ,2025-07-05T10:50:00Z,47.203,14.744,26,14,VRB,4,,6+,30.12,,,,,,,,,,,FEW,5000,SCT,6000,,,,,VFR,,,,,,,,,,,,METAR,678
LOWW 051050Z 15011KT 120V180 CAVOK 27/09 Q1019 NOSIG,LOWW,2025-07-05T10:50:00Z,48.117,16.582,27,9,150,11,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,179
LOWS 051050Z AUTO 33007KT 290V360 9999 FEW080 27/15 Q1018 NOSIG,LOWS,2025-07-05T10:50:00Z,47.789,13.009,27,15,330,7,,6+,30.06,,,TRUE,,,TRUE,,,,,FEW,8000,,,,,,,VFR,,,,,,,,,,,,METAR,427
LOWL 051050Z AUTO 11005KT 360V160 9999 FEW001 25/13 Q1018 NOSIG,LOWL,2025-07-05T10:50:00Z,48.233,14.188,25,13,110,5,,6+,30.06,,,TRUE,,,TRUE,,,,,FEW,100,,,,,,,VFR,,,,,,,,,,,,METAR,290
LOWK 051050Z AUTO VRB03KT 9999 FEW042 SCT044 26/14 Q1020 NOSIG,LOWK,2025-07-05T10:50:00Z,46.648,14.318,26,14,VRB,3,,6+,30.12,,,TRUE,,,TRUE,,,,,FEW,4200,SCT,4400,,,,,VFR,,,,,,,,,,,,METAR,450
LOWI 051050Z AUTO 07005KT 040V110 9999 NCD 26/15 Q1018 NOSIG,LOWI,2025-07-05T10:50:00Z,47.26,11.344,26,15,70,5,,6+,30.06,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,570
LOWG 051050Z AUTO VRB06KT 9999 NCD 27/10 Q1019 NOSIG,LOWG,2025-07-05T10:50:00Z,46.997,15.447,27,10,VRB,6,,6+,30.09,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,337
LLIB 051050Z AUTO 32011KT CAVOK 32/09 Q1009,LLIB,2025-07-05T10:50:00Z,32.981,35.572,32,9,320,11,,6+,29.79,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,268
LLHA 051050Z 30009KT 270V340 9999 FEW020 31/18 Q1009,LLHA,2025-07-05T10:50:00Z,32.809,35.043,31,18,300,9,,6+,29.79,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,3
LLER 051050Z AUTO 01014KT CAVOK 36/04 Q1008,LLER,2025-07-05T10:50:00Z,29.722,35.012,36,4,10,14,,6+,29.76,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,88
LLBG 051050Z 30011KT CAVOK 32/14 Q1009 NOSIG,LLBG,2025-07-05T10:50:00Z,32.011,34.887,32,14,300,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,35
LIRZ 051050Z AUTO VRB04KT 9999 NCD 34/18 Q1016,LIRZ,2025-07-05T10:50:00Z,43.097,12.51,34,18,VRB,4,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206
LIRQ 051050Z VRB03KT CAVOK 34/16 Q1015,LIRQ,2025-07-05T10:50:00Z,43.81,11.205,34,16,VRB,3,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,33
LIRN 051050Z 19007KT 150V230 CAVOK 32/23 Q1016 NOSIG,LIRN,2025-07-05T10:50:00Z,40.885,14.292,32,23,190,7,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,76
LIRF 051050Z 22010KT CAVOK 32/22 Q1016 NOSIG,LIRF,2025-07-05T10:50:00Z,41.8,12.239,32,22,220,10,,6+,30.00,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
LIRA 051050Z 23007KT 160V280 9999 FEW040 33/17 Q1016,LIRA,2025-07-05T10:50:00Z,41.808,12.585,33,17,230,7,,6+,30.00,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,101
LIPZ 051050Z 10007KT 070V130 CAVOK 30/16 Q1017 NOSIG,LIPZ,2025-07-05T10:50:00Z,45.505,12.352,30,16,100,7,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LIPY 051050Z AUTO 05007KT 010V070 9999 NCD 30/22 Q1015,LIPY,2025-07-05T10:50:00Z,43.617,13.36,30,22,50,7,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11
LIPX 051050Z 29018KT 9000 -TSRA FEW015 SCT030CB BKN060 25/19 Q1018,LIPX,2025-07-05T10:50:00Z,45.387,10.872,25,19,290,18,,5.59,30.06,,,,,,,,,,-TSRA,FEW,1500,SCT,3000,BKN,6000,,,VFR,,,,,,,,,,,,METAR,67
LIPR 051050Z 06010KT CAVOK 29/22 Q1016,LIPR,2025-07-05T10:50:00Z,44.02,12.612,29,22,60,10,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIPQ 051050Z AUTO VRB05KT 9999 NCD 32/15 Q1016,LIPQ,2025-07-05T10:50:00Z,45.828,13.472,32,15,VRB,5,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
LIPO 051050Z AUTO 04012KT 9999 -RA VCTS BKN096/// 21/21 Q1018 RETSRA,LIPO,2025-07-05T10:50:00Z,45.429,10.331,21,21,40,12,,6+,30.06,,,TRUE,,,,,,,-RA VCTS,BKN,9600,,,,,,,VFR,,,,,,,,,,,,METAR,104
LIPK 051050Z 05009KT 9999 SCT020 32/23 Q1016,LIPK,2025-07-05T10:50:00Z,44.196,12.07,32,23,50,9,,6+,30.00,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,24
LIPH 051050Z 05006KT 360V080 CAVOK 30/16 Q1017,LIPH,2025-07-05T10:50:00Z,45.648,12.194,30,16,50,6,,6+,30.03,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIPE 051050Z 05010KT 010V090 9999 SCT040 32/21 Q1016,LIPE,2025-07-05T10:50:00Z,44.531,11.297,32,21,50,10,,6+,30.00,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,37
LIPB 051050Z VRB02KT 9999 BKN080 26/19 Q1018,LIPB,2025-07-05T10:50:00Z,46.46,11.326,26,19,VRB,2,,6+,30.06,,,,,,,,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,239
LIMZ 051050Z AUTO 02007KT 350V050 9999 FEW026/// BKN044/// 26/20 Q1018,LIMZ,2025-07-05T10:50:00Z,44.547,7.623,26,20,20,7,,6+,30.06,,,TRUE,,,,,,,,FEW,2600,BKN,4400,,,,,VFR,,,,,,,,,,,,METAR,377
LIMW 051050Z 09017KT 9999 FEW080 30/17 Q1016,LIMW,2025-07-05T10:50:00Z,45.7385,7.3676,30,17,90,17,,6+,30.00,,,,,,,,,,,FEW,8000,,,,,,,VFR,,,,,,,,,,,,METAR,554
LIML 051050Z 10008KT 9999 FEW040 24/17 Q1018 NOSIG,LIML,2025-07-05T10:50:00Z,45.461,9.263,24,17,100,8,,6+,30.06,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,109
LIMJ 051050Z 19004KT 9999 TS FEW033CB SCT034TCU 28/23 Q1016,LIMJ,2025-07-05T10:50:00Z,44.413,8.838,28,23,190,4,,6+,30.00,,,,,,,,,,TS,FEW,3300,SCT,3400,,,,,VFR,,,,,,,,,,,,METAR,3
LIMF 051050Z 08011KT 9999 BKN025 OVC045 25/19 Q1019,LIMF,2025-07-05T10:50:00Z,45.203,7.649,25,19,80,11,,6+,30.09,,,,,,,,,,,BKN,2500,OVC,4500,,,,,MVFR,,,,,,,,,,,,METAR,295
LIME 051050Z 07005KT 360V100 9999 FEW070 21/17 Q1018 NOSIG,LIME,2025-07-05T10:50:00Z,45.674,9.704,21,17,70,5,,6+,30.06,,,,,,TRUE,,,,,FEW,7000,,,,,,,VFR,,,,,,,,,,,,METAR,239
LIMC 051050Z VRB06KT 9999 SCT055 25/18 Q1019 NOSIG,LIMC,2025-07-05T10:50:00Z,45.631,8.728,25,18,VRB,6,,6+,30.09,,,,,,TRUE,,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,METAR,221
LIEO 051050Z 07013KT CAVOK 35/18 Q1015,LIEO,2025-07-05T10:50:00Z,40.899,9.518,35,18,70,13,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
LIEE 051050Z 16007KT 9999 FEW035 33/22 Q1016,LIEE,2025-07-05T10:50:00Z,39.243,9.06,33,22,160,7,,6+,30.00,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,1
LIEA 051050Z 26010KT 220V290 CAVOK 31/22 Q1016,LIEA,2025-07-05T10:50:00Z,40.631,8.289,31,22,260,10,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22
LICR 051050Z AUTO 35011KT 320V040 9999 NCD 35/18 Q1015,LICR,2025-07-05T10:50:00Z,38.072,15.654,35,18,350,11,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16
LICJ 051050Z 04016KT CAVOK 31/25 Q1015,LICJ,2025-07-05T10:50:00Z,38.176,13.091,31,25,40,16,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LICG 051050Z AUTO 33009KT 300V010 9999 BKN006/// 28/24 Q1018,LICG,2025-07-05T10:50:00Z,36.814,11.971,28,24,330,9,,6+,30.06,,,TRUE,,,,,,,,BKN,600,,,,,,,IFR,,,,,,,,,,,,METAR,192
LICD 051050Z 35010KT 9999 FEW020 29/25 Q1016,LICD,2025-07-05T10:50:00Z,35.498,12.618,29,25,350,10,,6+,30.00,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,20
LICC 051050Z 07011KT 9999 FEW040 33/22 Q1015,LICC,2025-07-05T10:50:00Z,37.467,15.064,33,22,70,11,,6+,29.97,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,6
LICB 051050Z AUTO 22010KT 200V260 9999 NCD 35/12 Q1016,LICB,2025-07-05T10:50:00Z,36.994,14.606,35,12,220,10,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,212
LICA 051050Z AUTO 26011KT 9999 NCD 31/24 Q1016,LICA,2025-07-05T10:50:00Z,38.908,16.242,31,24,260,11,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7
LIBR 051050Z 01010KT CAVOK 29/23 Q1015,LIBR,2025-07-05T10:50:00Z,40.658,17.951,29,23,10,10,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
LIBP 051050Z AUTO 05008KT 020V080 9999 NCD 32/21 Q1015,LIBP,2025-07-05T10:50:00Z,42.432,14.181,32,21,50,8,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10
LIBD 051050Z 01006KT 330V040 CAVOK 33/16 Q1015,LIBD,2025-07-05T10:50:00Z,41.138,16.765,33,16,10,6,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,42
LGZA 051050Z 02007KT CAVOK 34/11 Q1014,LGZA,2025-07-05T10:50:00Z,37.751,20.884,34,11,20,7,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LGTS 051050Z 27007KT 9999 FEW035 33/17 Q1015 NOSIG,LGTS,2025-07-05T10:50:00Z,40.52,22.971,33,17,270,7,,6+,29.97,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,4
LGSR 051050Z 35009KT CAVOK 27/17 Q1013,LGSR,2025-07-05T10:50:00Z,36.399,25.479,27,17,350,9,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,31
LGSM 051050Z 02006KT CAVOK 34/11 Q1012,LGSM,2025-07-05T10:50:00Z,37.69,26.912,34,11,20,6,,6+,29.88,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
LGSK 051050Z 35005KT CAVOK 29/21 Q1015,LGSK,2025-07-05T10:50:00Z,39.177,23.504,29,21,350,5,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13
LGSA 051050Z 05010KT CAVOK 30/18 Q1013,LGSA,2025-07-05T10:50:00Z,35.54,24.141,30,18,50,10,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,122
LGRX 051050Z 04012KT CAVOK 35/13 Q1013,LGRX,2025-07-05T10:50:00Z,38.151,21.426,35,13,40,12,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16
LGRP 051050Z 26009KT CAVOK 29/23 Q1011 NOSIG,LGRP,2025-07-05T10:50:00Z,36.405,28.086,29,23,260,9,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LGPZ 051050Z 28014KT CAVOK 32/21 Q1013,LGPZ,2025-07-05T10:50:00Z,38.921,20.761,32,21,280,14,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LGPA 051050Z 01012KT CAVOK 32/10 Q1013,LGPA,2025-07-05T10:50:00Z,37.022,25.114,32,10,10,12,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,42
LGNX 051050Z 36013KT CAVOK 29/14 Q1012,LGNX,2025-07-05T10:50:00Z,37.081,25.369,29,14,360,13,,6+,29.88,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3
LGMT 051050Z 35008KT 300V020 CAVOK 33/16 Q1014,LGMT,2025-07-05T10:50:00Z,39.054,26.604,33,16,350,8,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4
LGMK 051050Z 36020KT CAVOK 28/12 Q1013,LGMK,2025-07-05T10:50:00Z,37.435,25.348,28,12,360,20,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,126
LGLM 051050Z 03012KT CAVOK 30/11 Q1015,LGLM,2025-07-05T10:50:00Z,39.917,25.236,30,11,30,12,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4
LGKZ 051050Z AUTO 19005KT 020V210 //// // ////// 34/08 Q1019 RE//,LGKZ,2025-07-05T10:50:00Z,40.288,21.842,34,8,190,5,,,30.09,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,615
LGKV 051050Z 19007KT 9999 FEW030 30/19 Q1015,LGKV,2025-07-05T10:50:00Z,40.915,24.622,30,19,190,7,,6+,29.97,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,5
LGKR 051050Z 14005KT CAVOK 35/22 Q1013 NOSIG,LGKR,2025-07-05T10:50:00Z,39.61,19.913,35,22,140,5,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
LGKP 051050Z 30015KT CAVOK 29/19 Q1012,LGKP,2025-07-05T10:50:00Z,35.421,27.146,29,19,300,15,,6+,29.88,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LGKO 051050Z 29006KT CAVOK 32/15 Q1012,LGKO,2025-07-05T10:50:00Z,36.801,27.091,32,15,290,6,,6+,29.88,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,130
LGKL 051050Z 15008KT CAVOK 31/19 Q1013,LGKL,2025-07-05T10:50:00Z,37.068,22.026,31,19,150,8,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4
LGKF 051050Z 00000KT CAVOK 31/22 Q1014,LGKF,2025-07-05T10:50:00Z,38.12,20.5,31,22,0,0,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14
LGKC 051050Z 06012KT CAVOK 28/14 Q1017,LGKC,2025-07-05T10:50:00Z,36.274,23.017,28,14,60,12,,6+,30.03,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,313
LGIR 051050Z 34008KT CAVOK 29/19 Q1013 NOSIG,LGIR,2025-07-05T10:50:00Z,35.337,25.173,29,19,340,8,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,37
LGIO 051050Z 07003KT 9999 FEW050 36/11 Q1016,LGIO,2025-07-05T10:50:00Z,39.696,20.823,36,11,70,3,,6+,30.00,,,,,,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,476
LGHI 051050Z 02012KT CAVOK 32/07 Q1012,LGHI,2025-07-05T10:50:00Z,38.343,26.141,32,7,20,12,,6+,29.88,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
LGEL 051050Z 36015KT CAVOK 36/10 Q1013,LGEL,2025-07-05T10:50:00Z,38.064,23.556,36,10,360,15,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,21
LGBL 051050Z 11009KT CAVOK 34/16 Q1015,LGBL,2025-07-05T10:50:00Z,39.22,22.794,34,16,110,9,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13
LGAV 051050Z 07017KT CAVOK 30/14 Q1014 NOSIG,LGAV,2025-07-05T10:50:00Z,37.936,23.945,30,14,70,17,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,83
